complaint_id,complaint_text,fault_name,obd_code,fault_category
C1708,I am worried about pull and tie rod after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1709,Seems like pull and wander during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1710,Hearing some noises regarding pull and clunk at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1711,Just started noticing pull and alignment when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1712,Driving feels bad due to pull and power steering when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1713,Can someone check the pull and wheel bearing in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1714,I have a problem with pull and sway bar while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1715,My car has pull and bouncy ride when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1716,Experiencing pull and heavy steering on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1717,Noticed that wander and steering in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1718,The mechanic said wander and suspension recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1719,Dashboard shows wander and strut and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1720,Warning light for wander and shock which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1721,Lately my vehicle has wander and tie rod every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1722,There is an issue with wander and pull,Steering and Suspension Fault,P0563,Steering and Suspension
C1723,I am worried about wander and clunk after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1724,Seems like wander and alignment during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1725,Hearing some noises regarding wander and power steering at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1726,Just started noticing wander and wheel bearing when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1727,Driving feels bad due to wander and sway bar when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1728,Can someone check the wander and bouncy ride in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1729,I have a problem with wander and heavy steering while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1730,My car has clunk and steering when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1731,Experiencing clunk and suspension on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1732,Noticed that clunk and strut in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1733,The mechanic said clunk and shock recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1734,Dashboard shows clunk and tie rod and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1735,Warning light for clunk and pull which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1736,Lately my vehicle has clunk and wander every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1737,There is an issue with clunk and alignment,Steering and Suspension Fault,P0563,Steering and Suspension
C1738,I am worried about clunk and power steering after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1739,Seems like clunk and wheel bearing during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1740,Hearing some noises regarding clunk and sway bar at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1741,Just started noticing clunk and bouncy ride when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1742,Driving feels bad due to clunk and heavy steering when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1743,Can someone check the alignment and steering in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1744,I have a problem with alignment and suspension while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1745,My car has alignment and strut when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1746,Experiencing alignment and shock on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1747,Noticed that alignment and tie rod in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1748,The mechanic said alignment and pull recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1749,Dashboard shows alignment and wander and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1750,Warning light for alignment and clunk which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1751,Lately my vehicle has alignment and power steering every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1752,There is an issue with alignment and wheel bearing,Steering and Suspension Fault,P0563,Steering and Suspension
C1753,I am worried about alignment and sway bar after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1754,Seems like alignment and bouncy ride during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1755,Hearing some noises regarding alignment and heavy steering at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1756,Just started noticing power steering and steering when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1757,Driving feels bad due to power steering and suspension when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1758,Can someone check the power steering and strut in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1759,I have a problem with power steering and shock while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1760,My car has power steering and tie rod when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1761,Experiencing power steering and pull on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1762,Noticed that power steering and wander in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1763,The mechanic said power steering and clunk recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1764,Dashboard shows power steering and alignment and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1765,Warning light for power steering and wheel bearing which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1766,Lately my vehicle has power steering and sway bar every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1767,There is an issue with power steering and bouncy ride,Steering and Suspension Fault,P0563,Steering and Suspension
C1768,I am worried about power steering and heavy steering after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1769,Seems like wheel bearing and steering during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1770,Hearing some noises regarding wheel bearing and suspension at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1771,Just started noticing wheel bearing and strut when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1772,Driving feels bad due to wheel bearing and shock when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1773,Can someone check the wheel bearing and tie rod in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1774,I have a problem with wheel bearing and pull while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1775,My car has wheel bearing and wander when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1776,Experiencing wheel bearing and clunk on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1777,Noticed that wheel bearing and alignment in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1778,The mechanic said wheel bearing and power steering recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1779,Dashboard shows wheel bearing and sway bar and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1780,Warning light for wheel bearing and bouncy ride which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1781,Lately my vehicle has wheel bearing and heavy steering every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1782,There is an issue with sway bar and steering,Steering and Suspension Fault,P0563,Steering and Suspension
C1783,I am worried about sway bar and suspension after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1784,Seems like sway bar and strut during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1785,Hearing some noises regarding sway bar and shock at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1786,Just started noticing sway bar and tie rod when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1787,Driving feels bad due to sway bar and pull when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1788,Can someone check the sway bar and wander in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1789,I have a problem with sway bar and clunk while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1790,My car has sway bar and alignment when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1791,Experiencing sway bar and power steering on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1792,Noticed that sway bar and wheel bearing in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1793,The mechanic said sway bar and bouncy ride recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1794,Dashboard shows sway bar and heavy steering and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1795,Warning light for bouncy ride and steering which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1796,Lately my vehicle has bouncy ride and suspension every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1797,There is an issue with bouncy ride and strut,Steering and Suspension Fault,P0563,Steering and Suspension
C1798,I am worried about bouncy ride and shock after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1799,Seems like bouncy ride and tie rod during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1800,Hearing some noises regarding bouncy ride and pull at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1801,Just started noticing bouncy ride and wander when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1802,Driving feels bad due to bouncy ride and clunk when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1803,Can someone check the bouncy ride and alignment in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1804,I have a problem with bouncy ride and power steering while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1805,My car has bouncy ride and wheel bearing when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
